,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
5630982,8641785085,YARX778,OR,PAS,11/04/2019,20,DELV,FRUEH,T,34650,10810,10910,20191288,18.0,18,18,358210,MTTF,B,0957A,,NY,O,358,W 44th St,,0,408,D,, YYYYYY,0800A,0600P,WHITE,,0,,0,12,,,,
6275605,4673454820,GCX3463,NY,PAS,12/10/2019,36,PICK,GMC,V,0,0,0,0,,0,0,0,,,0317P,,BK,,,NB EASTERN PKWY @ HE,RKIMER ST,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8975243,8534886015,67961PC,NY,APP,02/19/2020,14,TRAC,KENWO,T,0,40404,40404,20210131,77.0,77,77,370874,T301,P,0407P,,K,F,347,Flatbush Ave Exten,,0,408,I4,,YYYYYYY,,,WH,,2006,,0,19,,,,
7816599,4677228012,HRR3356,NY,PAS,01/27/2020,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0647P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9752495,8720932777,HVJ8656,NY,PAS,03/13/2020,21,4DSD,VOLKS,T,10390,0,0,20210913,114.0,114,114,371161,T401,J,1229P,,Q,I,E,46th St,10ft S/of Broadway,0,408,D1,,  Y  Y,1130A,0100P,GY,,2017,,0,38-A,,,,
1146529,4660412714,GXL2273,NY,PAS,07/29/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1241P,,QN,,,SB SPRINGFIELD BLVD,@ 143RD AVE,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8334628,8814000177,16238TC,NY,TRC,01/07/2020,48,TRAC,PETER,T,17170,0,0,20200420,9.0,9,9,362193,T101,F,0203P,,NY,I,S,E 9th St,2ft E/of 3rd Ave,0,408,H1,,YYYYYYY,,,WHITE,,2014,,0,69,,,,
5124327,4672170494,HBG3128,NY,PAS,11/22/2019,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1035A,,QN,,,EB 137TH AVE @ 167TH, ST,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8114176,8770084774,XHHE84,NJ,PAS,01/24/2020,10,DELV,ISUZU,T,34810,10410,10510,88880088,18.0,18,18,362201,T106,M,0722A,,NY,O,31,W 52nd St,,0,408,B,,YYYYYYY,,,RED,,0,,0,99,,,,
7780805,4676941109,HEF9900,NY,PAS,01/23/2020,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0340P,,QN,,,NB VAN DAM ST @ 48TH, AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1132229,4660142670,JHM6340,NY,PAS,07/25/2019,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0431P,,BK,,,NB WILLIAMS AVE @ WO,RTMAN ST,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8346833,8811402189,12201MG,NY,COM,01/24/2020,46,VAN,FRUEH,T,18570,25390,27790,88880088,19.0,19,19,365825,T103,J,1106A,,NY,F,68,E 79th St,,0,408,I3,,YYYYYYY,,,BROWN,,2015,,0,54,,,,
1766443,4663639203,HHC8865,NY,PAS,08/21/2019,36,2DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0246P,,BK,,,EB KINGS HWY @ E 23R,D ST,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6392933,8732690666,GZT3548,NY,PAS,12/12/2019,21,4DSD,BUICK,T,8240,37290,8440,20210910,114.0,114,114,364017,T401,D,0840A,,Q,F,32-24,32nd St,,0,408,J6,, Y  Y,0830A,1000A,GY,,2008,,0,31,,,,
6149883,8796407098,40331MK,NY,COM,11/08/2019,16,VAN,DODGE,T,34330,10065,11110,20210531,10.0,10,10,357783,T102,I,0910A,0820A,NY,F,520,W 28th St,,0,408,K2,, YYYYY,0800A,0700P,WH,,2016,,0,E,,,,
3300961,8740116920,46669MH,NY,COM,09/17/2019,14,VAN,INTER,T,17970,27790,24890,20200331,18.0,18,18,355444,T106,F,0905A,,NY,O,110,E 49th St,,0,408,C,,YYYYYYY,0700A,1200A,RD,,2008,,0,14,,,,
6097194,8789957271,JER1426,NY,PAS,11/04/2019,18,SUBN,GMC,T,19450,27790,24890,20201128,25.0,25,25,347593,T103,BB,1107A,,NY,F,131-135,E 125th St,,0,408,D1,,YYYYYYY,,,BLACK,,2017,,0,X,,,,
4412773,8636796052,PRAYONIT,NY,SRF,10/03/2019,71,4DSD,HYUND,T,23040,18040,51090,20191102,103.0,103,103,367432,T402,J,0130P,,Q,F,89-52,146th St,,0,408,I4,,YYYYYYY,,,BK,,2009,,0,17,,,,
8636240,8782576075,HUJ9399,NY,PAS,02/04/2020,38,SUBN,CHEVR,T,52220,57320,40620,88880088,49.0,49,49,367877,T201,Y,1239P,,BX,F,1042,Morris Park Ave,,0,408,F1,, YYYYYY,0830A,0700P,WHITE,,2017,,0,08,,,,
6869658,8731642366,FYW4683,NY,PAS,11/29/2019,37,SUBN,NISSA,T,16740,8790,61090,20210608,115.0,115,115,353101,T401,H,0131P,1159A,Q,O,37-63,81st St,,0,408,I4,, YYYYYY,0900A,0700P,WH,,2008,,0,51-P,,,,
7324313,4676247242,IJ65CC,FL,PAS,01/15/2020,36,CV,ME/BE,V,0,0,0,0,,0,0,0,,,0528P,,QN,,,WB 155TH AVE @ 88TH,ST,0,1180,B,T,,,,GLD,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2116534,8745436538,HYA7525,NY,PAS,08/12/2019,20,4DSD,HYUND,T,19030,27790,24890,20200402,23.0,23,23,343920,T103,BB,1114A,,NY,F,140,E 103rd St,,0,408,C,,YYYYYYY,,,BL,,2012,,0,E,,,,
6617581,1464575060,12948ML,NY,COM,11/25/2019,14,VAN,ISUZU,P,0,40404,40404,20211130,,0,401,959133,0401,0.0,0458P,,Q,F,40-24,COLLEGE POINT BLVD,,0,408,C,,BBBBBBB,ALL,ALL,YEL,0.0,0,-,0,,,,,
5392197,1458726216,GFC6896,NY,PAS,11/20/2019,21,SDN,VOLKS,P,20530,86530,72230,20200109,76.0,76,110,362227,T110,0,0942A,,K,F,316,BOND ST,,0,408,D,,BBYBBBB,0930A,1100A,GY,0.0,2008,-,0,,,,,
635792,8567661924,402080R,NJ,PAS,07/18/2019,20,SUBN,HONDA,T,32790,37250,37270,88880088,33.0,33,33,331096,T108,A,0700A,,NY,O,49,Wadsworth Ave,,0,408,D,,    Y,0600A,0600P,RED,,0,,0,15A,,,,
3579729,8782413514,75861JW,NY,COM,09/11/2019,53,UTIL,FORD,T,68690,0,0,20210630,112.0,112,112,350438,T402,N,1101A,,Q,I,W,Yellowstone Blvd,3ft S/of Dane Pl,0,408,J6,,YYYYYYY,,,WH,,2007,,0,K,,,,
2820173,4664235318,FGP3742,NY,PAS,08/27/2019,36,SUBN,MAZDA,V,0,40404,40404,0,,0,0,0,,,0628P,,BK,,,SB OCEAN AVE @ AVE M,,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4855173,8777305760,48719E9,TX,PAS,10/14/2019,38,2DSD,ME/BE,T,65490,9140,61090,20191188,109.0,109,109,365886,T401,S,0809A,,Q,F,39-12,Union St,,0,408,J6,, YYYYYY,0800A,0700P,BLACK,,0,,0,04,,,,
8617184,8777865080,HEJ3943,NY,PAS,02/06/2020,38,SUBN,TOYOT,T,35690,9140,9340,20200201,111.0,111,111,357760,T401,R,0340P,,Q,F,39-15,Bell Blvd,,0,408,I3,, YYYYYY,0900A,0700P,WH,,2016,,0,44-A,,,,
779311,8710732603,79172ML,NY,COM,07/03/2019,53,VAN,CHEVR,T,43890,18390,35780,88880088,115.0,115,115,367915,T401,B,0156P,,Q,O,91-06,Elmhurst Ave,,0,408,J3,,YYYYYYY,,,WHITE,,2018,,0,51-P,,,,
8182890,8789320256,3EB2189,MD,PAS,12/27/2019,40,4DSD,CHEVR,T,36110,0,0,20190088,28.0,28,28,362630,T103,A,0558A,,NY,I,N,W 117th St,15ft E/of Frederick,0,408,D1,,YYYYYYY,,,RED,,0,,3,V,,,,
3780040,5108204012,HXB2952,NY,PAS,09/09/2019,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0639P,,,,,BAY ST (S/B) @ HANNA,H ST,0,1111,D,T,,,,BK,,1998,,0,,FAILURE TO STOP AT RED LIGHT,,,
6216376,4672355147,HUW3685,NY,PAS,11/25/2019,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0113P,,MN,,,SB BROADWAY @ W 196T,H ST,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
501515,4658816908,PVZ9735,GA,PAS,07/11/2019,36,UT,BUICK,V,0,0,0,0,,0,0,0,,,0501P,,BK,,,WB PARK AVE @ N OXFO,RD ST,0,1180,B,T,,,,,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3445703,8761686487,13249MN,NY,COM,08/31/2019,20,REFG,HIN,T,29290,44890,32590,20200731,1.0,1,1,351966,T105,M,0916A,,NY,O,157,Prince St,,0,408,E2,, YYYYYY,0800A,0600P,WH,,2019,,0,D,,,,
6992069,8766126538,44122MK,NY,COM,12/17/2019,14,VAN,INTER,T,34630,10610,10810,88880088,14.0,14,14,355446,T106,E,1122A,,NY,F,210,W 43rd St,,0,408,C,,YYYYYYY,,,BROWN,,1997,,0,07,,,,
458833,1459246706,FHF1444,NY,PAS,06/21/2019,16,SDN,BMW,P,18110,10110,10010,20210221,17.0,17,401,954944,0401,0.0,0809A,,NY,F,333,E 56 ST,,0,408,C,,YYYYYBB,0800A,0700P,BK,0.0,2014,-,0,,,,,
6600155,1463303671,12983ML,NY,COM,11/18/2019,46,VAN,ISUZU,P,54580,57790,8790,20311130,,0,401,956008,0401,0.0,1056A,,Q,F,36-30,MAIN ST,,0,408,E9,,BBBBBBB,ALL,ALL,YEL,0.0,2012,-,0,,,,,
4061736,1462831849,KHL8831,PA,PAS,10/16/2019,21,SUBN,CHEVR,S,17380,6380,6480,20210188,68.0,68,0,537816,KS10,0,0901A,,K,F,1309,BAY RIDGE AVE,,0,408,D1,,BBYBBBB,0830A,1000A,TAN,0.0,0,-,0,,,,,
3802957,8634770461,HVC4552,NY,PAS,09/26/2019,14,4DSD,HONDA,T,71330,52930,21130,20210906,84.0,84,84,353422,T730,C,0659A,,K,O,195,Plymouth St,,0,408,C,,YYYYYYY,,,BL,,2017,,0,01,,,,
4725543,8758975147,HRZ3987,NY,PAS,10/21/2019,20,SUBN,MERCU,T,24040,18140,51090,20210716,103.0,103,103,366483,T402,O,0204P,,Q,F,90-31,160th St,,0,408,I4,, YYYYY,0800A,0700P,BK,,2003,,0,18,,,,
8493709,8525044994,HZT9489,NY,PAS,02/20/2020,71,SUBN,BMW,T,70520,62920,77150,20200718,49.0,49,49,358648,T201,N,0224A,,BX,O,1954,Unionport Rd,,0,408,C3,,YYYYYYY,,,BK,,2003,,0,22,,,,
4559307,8731795559,8N45H,NY,OMT,10/10/2019,19,TAXI,TOYOT,T,60810,22210,66290,20200228,106.0,106,106,368495,T402,R,0127P,,Q,F,135-34,Rockaway Blvd,,0,408,I4,,YYYYYYY,,,YW,,2015,,0,U,,,,
9239435,8771126363,90488ML,NY,COM,02/12/2020,48,VAN,DODGE,T,10610,34270,34290,20201031,13.0,13,13,355675,T102,F,1226P,,NY,F,275,7th Ave,,0,408,H1,,YYYYYYY,,,WH,,2018,,0,24,,,,
10552801,8809980979,40804ME,NY,COM,03/05/2020,46,VAN,FORD,T,10110,18870,18890,20220131,19.0,19,19,358194,T103,M,0340P,,NY,F,1844,2nd Ave,,0,408,C,,YYYYYYY,,,WH,,2013,,0,C,,,,
1943799,8708504064,2WL663,OK,PAS,08/19/2019,19,TRLR,INTER,T,10210,19310,19330,20190088,25.0,25,25,356491,T103,P,0722P,,NY,F,2173,3rd Ave,,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,04,,,,
5136955,5108750778,GFR1813,NY,PAS,10/26/2019,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1033A,,BK,,,LINDEN BLVD (W/B) @,FOUNTAIN AVE,0,1111,D,T,,,,GY,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
6037198,8779906140,JMZ8388,NY,PAS,10/30/2019,71,SUBN,TOYOT,T,38430,41930,18630,20211009,77.0,77,77,367340,T301,W,1112A,,K,F,345,Eastern Pky,,0,408,D,,YYYYYYY,,,BL,,2006,,0,19,,,,
1471360,8756720191,JDG1336,NY,PAS,08/02/2019,21,4DSD,BMW,T,31290,36830,19990,20201114,26.0,26,26,362256,T103,AA,0906A,,NY,O,85,St Nicholas Pl,,0,408,D,,  Y  Y,0900A,1030A,WH,,2013,,0,Y,,,,
25544,4011335230,HKW6028,NY,PAS,05/29/2019,5,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0616P,,BX,,,WB E 161ST ST @ SHER,MAN AVE,0,1111,C,T,,,,GY,,2004,,0,,BUS LANE VIOLATION,,,
4140229,4667728530,AS63227,CT,PAS,09/30/2019,36,UT,ACURA,V,0,0,0,0,,0,0,0,,,0725A,,BK,,,NB CROPSEY AVE @ 25T,H AVE,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4204192,4668782282,FWV2965,NY,PAS,10/14/2019,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0539P,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,GY,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8322297,8812655415,58904MM,NY,COM,01/20/2020,19,VAN,FRUEH,T,36420,22240,20120,88880088,46.0,46,46,361796,T201,H,1038A,,BX,F,1695,Grand Concourse,,0,408,F1,,YYYYYYY,,,BROWN,,2020,,0,53,,,,
8784449,1458623026,2822053,IN,PAS,02/04/2020,78,DELV,FRUEH,P,47390,13140,13040,0,112.0,112,803,341263,T803,0.0,0954P,,Q,O,63-30,GRAND CENTRAL PKWY,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1342444,8707620342,HYS4812,NY,PAS,08/01/2019,37,SUBN,DODGE,T,64730,9180,9230,20200612,66.0,66,66,369593,T302,K,0221P,0212P,K,F,5201,New Utrecht Ave,,0,408,I3,, YYYY,0800A,0700P,GY,,2009,,0,24,,,,
8546187,8727744061,JMB2280,NY,PAS,02/05/2020,38,SUBN,ROVER,T,13610,0,0,20211113,20.0,20,20,371177,T103,Q,0526P,1200P,NY,I,W,Broadway,20ft N/of Cathedral,0,408,I3,, YYYYYY,0900A,0700P,BK,,2011,,0,33,,,,
1150160,4660475037,HZS4111,NY,PAS,07/26/2019,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0944A,,BX,,,EB E TREMONT AVE @ B,LONDELL AVE,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1634366,4661638074,FMV9675,NY,PAS,08/06/2019,36,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0710P,,BK,,,NB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,BL,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6590814,1462863000,HWY2406,NY,PAS,11/21/2019,21,SUBN,FORD,S,53130,52130,94730,20201001,83.0,83,0,670275,KN04,0.0,0326A,,K,O,400,JEFFERSON ST,,0,408,D1,,YBBYBBB,0300A,0600A,BLK,0.0,2007,-,0,,,,,
7610780,1460108760,16770MB,NY,COM,12/26/2019,78,VAN,FORD,P,0,40404,40404,20210330,105.0,105,105,944728,0105,0.0,1215A,,Q,O,88-11,PONTICA ST,,0,408,E2,,BBBBBBB,0900P,0500A,WHITE,0.0,2004,-,0,,,,,
3759272,5107703800,HEJ7202,NY,PAS,08/03/2019,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0238P,,BX,,,GUN HILL RD (E/B) @,WHITE PLAINS RD,0,1111,D,T,,,,GY,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
3164375,8709377724,12067MJ,NY,COM,09/23/2019,40,VAN,FRUEH,T,68020,26160,26190,88880088,40.0,40,40,369635,T201,Q,1004A,,BX,O,2899,3rd Ave,,0,408,F1,,YYYYYYY,,,BROWN,,2016,,0,68,,,,
4313030,5108279267,HPB5768,NY,PAS,09/15/2019,7,PICK,NISSA,V,0,0,0,0,,0,0,0,,,0705P,,QN,,,N CONDUIT AVE (W/B),@ LEFFERTS BLVD,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
4966887,8789810326,RLV5299,GA,PAS,10/14/2019,40,4DSD,TOYOT,T,23930,60130,53130,20200188,83.0,83,83,357052,T301,M,0650A,,K,F,606,Bushwick Ave,,0,408,E2,,YYYYYYY,,,GOLD,,0,,6,A,,,,
6321475,4674190782,HMJ6674,NY,OMS,12/20/2019,36,2DSD,SMART,V,0,0,0,0,,0,0,0,,,0743P,,BK,,,SB KINGS HWY @ E 95T,H ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4828572,8775155199,90831MH,NY,COM,10/07/2019,21,DELV,ISUZU,T,63030,81630,39330,20200430,88.0,88,88,348529,T301,B,0808A,,K,F,547,Myrtle Ave,,0,408,F1,, YYYYYY,0800A,0830A,WH,,2016,,0,06,,,,
593018,5106928000,R65JZD,NJ,PAS,06/15/2019,7,4 DR,HONDA,V,0,0,0,0,,0,0,0,,,0322P,,ST,,,CLOVE RD (N/B) @ CHE,SHIRE PL,0,1111,D,T,,,,BLK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
9569789,4013098969,JAF3334,NY,PAS,02/11/2020,5,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1123A,,MN,,,EB W 14TH STREET @ 7,TH AVE,0,1111,C,T,,,,RD,,2009,,0,,BUS LANE VIOLATION,,,
4223659,4669298010,HTW1530,NY,PAS,10/14/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0550P,,QN,,,EB METROPOLITAN AVE,@ RENTAR PLAZA,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
369083,8756807650,HPM9028,NY,PAS,07/04/2019,40,SUBN,NISSA,T,90880,14330,14380,20210212,62.0,62,62,353177,T802,B,0130A,,K,F,1560,W 8th St,,0,408,E2,,YYYYYYY,,,WH,,2014,,0,I,,,,
5724704,8711896474,58906MM,NY,COM,11/18/2019,18,VAN,FRUEH,T,29220,51030,73120,88880088,52.0,52,52,366499,T201,Q,0354P,,BX,F,462,E Fordham Rd,,0,408,E1,, YYYYY,0700A,0700P,BROWN,,2020,,0,27,,,,
1543359,1460045877,T531730,NJ,PAS,07/16/2019,21,SUBN,NISSA,S,75330,34330,56630,0,75.0,75,0,610450,KSBO,0.0,0957A,,K,F,581,SCHENCK AVENUE,,0,408,D1,,BYBBYBB,0900A,1030A,BL,0.0,0,-,0,,,,,
5798320,8743828413,83454MH,NY,COM,11/04/2019,20,VAN,FRUEH,T,34550,0,0,88880088,14.0,14,14,365882,T106,J,0923A,,NY,I,S,W 39th St,35ft W/of Broadway,0,408,L2,, YYYYYY,0800A,0100P,BROWN,,2016,,0,99,,,,
4973941,8793250770,81781MM,NY,COM,10/14/2019,38,PICK,DODGE,T,53790,19040,19090,20210331,106.0,106,106,363071,T402,J,0147P,,Q,O,97-14,Liberty Ave,,0,408,I4,, YYYYYY,0900A,0700P,WH,,2013,,0,SC2,,,,
9992930,4013139984,Y101820C,NY,OMT,02/16/2020,5,TAXI,NISSA,V,0,0,0,0,,0,0,0,,,0207P,,MN,,,EB E 14TH STREET @ U,NIVERSITY PL,0,1111,C,T,,,,YW,,2019,,0,,BUS LANE VIOLATION,,,
9956239,1475487022,FTJ1313,NY,PAS,03/02/2020,21,SDN,HONDA,S,5880,9280,9330,20201117,72.0,72,0,540127,KS07,0000,0750A,,K,F,5410,8TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0.0,2012,-,0,,,,,
6819042,8714807257,2682439,IN,PAS,12/18/2019,84,TRAC,INTER,T,10810,34870,34890,20190088,18.0,18,18,355266,T501,A,0801A,,NY,O,944,8th Ave,,0,408,D,,YYYYYYY,,,WHITE,,0,,0,01,,,,
847414,8730596683,AE37918,AZ,PAS,06/28/2019,46,VAN,FORD,T,18570,10010,45590,88880088,19.0,19,19,358194,T103,M,0152P,,NY,F,425,E 79th St,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,C,,,,
6766401,8561083992,T747071C,NY,OMT,12/19/2019,40,4DSD,TOYOT,T,54090,56330,41290,20200731,104.0,104,104,355205,T402,M,0636A,,Q,F,16-75,Linden St,,0,408,C,,YYYYYYY,,,BK,,2017,,4,C,,,,
4756332,8761919690,FHN5502,NY,PAS,10/28/2019,21,SUBN,TOYOT,T,67530,14280,14330,20210116,70.0,70,70,362551,T302,M,0858A,,K,O,1903,Ocean Ave,,0,408,D1,, Y  Y,0830A,1000A,BL,,2012,,0,N,,,,
320778,8743628795,KCS2123,PA,PAS,07/10/2019,38,SUBN,TOYOT,T,34370,10810,10910,20190088,14.0,14,14,330487,T501,B,0627P,0619P,NY,F,347,W 30th St,,0,408,I4,, YYYYYY,0800A,0700P,OTHER,,0,144-3387,0,99,,,,
801245,8718580634,HMP3137,NY,PAS,06/26/2019,31,SUBN,INFIN,T,18310,24890,10210,20210129,19.0,19,19,367932,T103,R,0149P,,NY,F,168,E 66th St,,0,408,I4,, YYYYYY,0800A,0700P,BK,,2017,,0,12,,,,
1169667,4660803090,JDZ6576,NY,PAS,07/31/2019,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0229P,,QN,,,WB UNION TPKE @ 259T,H ST,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6911543,8751840844,68783ML,NY,COM,12/03/2019,71,PICK,DODGE,T,8530,6380,6480,20200630,66.0,66,66,357764,T302,G,0307P,,K,F,1371,39th St,,0,408,I4,,YYYYYYY,,,GY,,2019,,0,01,,,,
5239310,8744698422,GUU8495,NY,PAS,11/20/2019,21,4DSD,HONDA,T,80330,5580,5680,20201112,78.0,78,78,366491,T302,D,1154A,,K,F,63,St Johns Pl,,0,408,D1,,   Y,1130A,0100P,LT/,,2013,,0,59,,,,
2109018,8740469750,JLM9911,PA,PAS,08/13/2019,38,PICK,CHEVR,T,28830,13830,29630,20190088,70.0,70,70,365795,T302,I,0345P,,K,F,710,Coney Island Ave,,0,408,I4,, YYYYYY,0800A,0700P,GREY,,0,,0,09,,,,
683126,8677027464,7007TJK,NY,OMT,07/18/2019,14,SUBN,ME/BE,T,10510,10510,10610,20200430,18.0,18,18,361269,MTTF,F,0906P,,NY,F,1221,6th Ave,,0,408,F1,,YYYYYYY,,,BK,,2012,,0,16,,,,
999736,8750464036,XW852Z,NJ,PAS,07/24/2019,69,PICK,FORD,T,27800,17530,17550,88880088,13.0,13,13,361074,T102,F,0730A,,NY,F,387,Park Ave South,,0,408,H1,, YYYYY,0700A,0700P,GREY,,0,,0,99,,,,
5132953,5108664709,HSK4564,NY,PAS,10/21/2019,7,SUBN,JAGUA,V,0,0,0,0,,0,0,0,,,0708P,,ST,,,VICTORY BLVD (E/B) @, MORANI ST,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
1241172,4662584048,HZE1833,NY,PAS,08/14/2019,36,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,1119A,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9792228,8767141754,HVR8890,NY,PAS,03/09/2020,74,4DSD,SUBAR,T,10520,14690,67520,20211217,45.0,45,45,365371,T201,C,0244P,,BX,O,2779,Barkley Ave,,0,408,E2,,YYYYYYY,,,GY,,2001,,0,W,,,,
8962214,4679493720,3DY6992,MD,PAS,02/19/2020,36,4S,BMW,V,0,0,0,0,,0,0,0,,,0804A,,QN,,,WB THOMSON AVE @ 30T,H PL,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6817089,8667148258,FPA2106,NY,PAS,12/16/2019,38,SUBN,HONDA,T,59990,14140,59990,20211219,112.0,112,112,353158,T402,G,0129P,,Q,F,101-19B,Queens Blvd,,0,408,J3,, YYYYYY,0900A,0700P,GY,,2019,,0,02,,,,
6259866,4673141933,JFJ4835,NY,PAS,12/05/2019,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1142A,,BK,,,WB LINDEN BLVD @ SCH,ENCK AVE,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
808125,8716992325,85529MM,NY,COM,07/21/2019,14,DELV,MITSU,T,17270,0,0,20210430,13.0,13,13,356559,T102,I,1256P,,NY,I,N,E 14th St,2ft W/of Union Squar,0,408,C4,,YYYYYYY,,,WH,,0,,0,C,,,,
6914351,8756130417,44439JX,NY,COM,12/23/2019,46,REFG,ISUZU,T,16850,15350,44890,20211031,1.0,1,1,363467,T105,C,1214P,,NY,F,139,Duane St,,0,408,E2,,YYYYYYY,,,WH,,2006,,0,002,,,,
8697006,8796369917,HBM8500,NY,PAS,02/07/2020,17,SUBN,SUBAR,T,24750,15350,13610,20211123,1.0,1,1,356255,T105,M,0707A,,NY,F,88,Leonard St,,0,408,K4,, YYYYY,0700A,0700P,GY,,2016,,0,J,,,,
8507413,8607322515,JLJ5006,NY,PAS,02/11/2020,14,SUBN,CHEVR,T,73720,27330,29220,20210807,46.0,46,46,366499,T201,Q,0156P,,BX,F,2500,Webster Ave,,0,408,C,,SCHOOL,0700A,0400P,WHITE,,2014,,0,27,,,,
5089600,4671624539,GEB8149,NY,PAS,11/15/2019,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1041A,,QN,,,SB CROSS BAY BLVD @,SHAD CREEK RD,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2077521,8735015780,T703411C,NY,OMT,08/15/2019,38,SUBN,TOYOT,T,7230,10830,10880,20200430,62.0,62,62,367401,T302,C,1035A,,K,F,8501,21st Ave,,0,408,F1,, YYYYYY,0830A,0700P,GY,,2018,,0,06,,,,
5980861,8771908006,AGN7321,NY,PAS,11/25/2019,21,SUBN,NISSA,T,35630,65030,41730,20210624,70.0,70,70,370761,T302,A,0944A,,K,F,616,E 18th St,,0,408,D1,, Y  Y,0930A,1100A,BL,,2017,,0,42,,,,
7249335,4674965305,JLK5315,NY,PAS,12/31/2019,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0651A,,BX,,,NB JEROME AVE @ E 16,4TH ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
